ClavedeFonograma,Titulo,Subtítulo,Intérprete principal,Intérpretes Invitados,Intérprete articipante,Soporte físico,Editora,Número de catálogo,Ciudad de Edición,País de Edición,Año,Pistas,Observaciones
1260,El patio de mi casa,Segundo volumen de juegos infantiles,"Compañía infantil de Televicentro de Armando Torres, Carmelita Molina, Yolanda del Campo, Chabelo, Hugo Avendaño, María Medina, Marco Antonio Muñiz, El duende Bubulín, Angélica Vale",,Orquesta de Juan S. Garrido,LP,RCA,MKL-1446,,México,s/d,"Lado 1: 1. El patio de mi casa, 2. Cuánto me das marinero - El sapito, 3. El acitrón, 4. Los monos en el volantín, 5. Hilitos, hilitos de oro, 6. Los diez perritos; Lado 2: 1. Matarile rile ron, 2. El conejo, 3. A Madrú, señores - La rueda de San Miguel, 4. La viudita, 5. De México ha venido, 6. Mambrú",En contraportada aparece la descripción de los juegos que corresponden a cada canción.
1262,Juegos y rondas infantiles,,Luz Bermejo y su coro de niños,,,LP,MELODY,ESM-006,,México,1978,"Lado A: 1. La pájara pinta, 2. El agua clara, 3. Al ánimo, 4. Los monos del carrousell, 5. Cuánto me das marinero (D. P.), 6. El pollito conquistador (G. Bermejo), 7. El conejo; Lado B: 1. Naranja dulce, 2. La niña María, 3. El ferroviario (G. Bermejo), 4. Mambrú, 5. Do re mi (D. P.), 6. Alicia va en coche",
1263,Juegos infantiles,,"Yolanda del Campo y el Conjunto de Pepe Agüeros, Evangelina Elizondo",,,LP,ACCIÓN,"ACPD-5, ACP102, ACP-109",,México,1976,"LP 1 Lado A: 1. El músico (D. P.), 2. La pelota (D. P.), 3. Los dedos (D. P.), 4. Patito patito (D. P.), 5. Adivinanzas (D. P.), 6. Cantando cantamos (D. P.), 7. Aserrín aserrán (D. P.); LP 1 Lado B: 1. Acitrón (D. P.), 2. Así palmadas damos (D. P.), 3. La máquina (D. P.), 4. A la rueda jugaremos (D. P.), 5. Las horas (D. P.), 6. Mambrú se fue a la guerra (D. P.), 7. Juan Pirulero (D. P.); LP 2 Lado A: 1. Doña Blanca (D. P.), 2. Los perritos (D. P.), 3. Matariliriliron (D. P.), 4. En el agua clara (D. P.), 5. El patio de mi casa (D. P.); Lado B: 1. Tengo una muñeca (D. P.), 2. Naranja dulce (D. P.), 3. A la rorro niño (D. P.), 4. A la víbora de la mar (D. P.), 5. San Serafín (D. P.)","Álbum de dos discos. Uno con el título de ""Juegos infantiles"" y otro ""Canciones infantiles"". Tiene el mismo contenido que los fonogramas 1159 (los dos primeros discos),1232, 1250 y 1251."
1264,Rondas infantiles,,s/d,,,LP,MELODY,MEL 46,,México,s/d,"Lado A: 1. Mambrú se fue a la guerra, 2. Una linda mañana, 3. La farolera, 4. Una tarde fresquita de mayo, 5. Santa Teresa, 6. Muy buen día su señoría - Tengo una muñeca, 7. En coche va una niña, 8. La blanca paloma - Juguemos en el bosque; Lado B: 1. Arroz con leche, 2. Se me ha perdido una niña, 3. Yo la quiero ver bailar -se va la barca, 4. Sobre el puente de Avignon, 5. La torre en guardia, 6. Entre San Juan y San Pedro - Antón Pirulero, 7. Cucú cantaba la rana, 8. Aserrín aserrán",
1265,Canciones infantiles,Alegres canciones,"Grupo ""La miel""",,,LP,ACCIÓN,ACP-1020,,México,1980,"Lado A: 1. Salté de la cama (G. Palacios), 2. No me jales las orejas (G. Palacios), 3. Llegamos a la escuela (G. Palacios), 4. Vamos a hacer la tarea (G. Palacios), 5. La basura en su lugar (G. Palacios); Lado B: 1. Cuando vayas a los parques (G. Palacios), 2. Ya vamos a la casa (G. Palacios), 3. Cuando salgas de la escuela (G. Palacios), 4. El sol ya se va ocultando (G. Palacios), 5. Llegó la hora del desayuno (G. Palacios)",El título del fonograma está tomado del marbete del disco y el subtítulo aparece en la portada.
1266,Canciones y rondas infantiles,,s/d,,,LP,OLA,OLP-5085,,México,s/d,"Lado A: 1. El patio de mi casa, 2. Quisiera ser tan alta, 3. Mary tenía un corderito, 4. La tarara, 5. La farola de palacio; Lado B: 1. En el balcón de palacio, 2. Dónde están las llaves, 3. El señor don gato, 4. Tengo una muñeca (), 5. Mambrú se fue a la guerra, 6. El cocherito Lere, 7. Carrascal",El título del fonograma está tomado del marbete del disco.
1267,Juan Pestañas,,s/d,,,LP,ACCIÓN,ACP-1045,,México,1977,"Lado A: 1. Pepito (J. López L.), 2. Las vocales (M. Rodríguez - J. Montalvo), 3. La tartanita (H. Pérez G.), 4. Caperucita Roja (A. Legui), 5. Vamos a bailar (R. Paoli); Lado B: 1. Chipi - chipi (H. Pérez G.), 2. Pirulí (A. Alcalá), 3. Vamos a la fiesta (J. A. Garay), 4. Twist del perro (M. Stoller - J. Leiber), 5. Speedy González (D. A. D.)",
1268,Canciones y juegos infantiles,Vol. 2,"Martita Guerrero, Gloria Montiel, Conjunto musical ""El Pupi""",,,LP,"Discos FM, S. A. de C. V.",FM-165,,México,s/d,"Lado A: 1. Naranja dulce, 2. Los perritos, 3. El patio de mi casa, 4. A la víbora de la mar, 5. Tengo una muñeca; Lado B: 1. El músico, 2. La máquina, 3. A la rueda jugaremos, 4. Mambrú se fue a la guerra, 5. Las horas",Arreglos musicales: José Luis Arteaga. Direcciòn artística: Salvador López.
1269,Nuevos juegos infantiles de México,,Compañía infantil de Televicentro,,,LP,RCA,MKL/S-1853,,México,s/d,"Lado 1: 1. El romance del clavel, 2. El juego del calentamiento, 3. La rana, 4. Avena, avena, 5. El merecumbé, 6. La comadre Chema; Lado 2: 1. El relojito, 2. Los elefantes, 3. Andándome yo paseando, 4. El conejito, 5. El calaverón, 6. Califoris",
1270,Sólo para niños,"Rondas, juegos, canciones y fábulas",Chav´s y sus coros,,,LP,CLADRIJO,"CLAD-7804, CAJR-7734, CAJR-7735, CAJR-7232",,México,s/d,"LP 1 Lado A: 1. Que llueva (D. P.), 2. A Madrú (D. A. D.), 3. La viudita (D. A. D.), 4. La rueda de San Miguel (D. P.), 5. A la víbora de la mar (D. P.); Lado B: 1. Tengo una muñeca (D. P.), 2. Don Pirulí (D. A. D.), 3. Naranja dulce (D. P.), 4. Matarile rile ron (D. P.), 5. El patio de mi casa (D. P.); LP 2 Lado A: 1. Mambrú (D. P.), 2. En el agua clara (D. P.), 3. Las vocales (D. P.), 4. Los diez perritos (D. P.), 5. Los pollitos (D. P.); Lado B: 1. Duérmete mi niño (D. P.), 2. Cuánto me das marinero (D. A. D.), 3. Los elefantes (D. A. D.), 4. La rana (D. A. D.), 5. La pájara pinta (D. P.); LP 3 Lado A: Fábulas de Esopo 1. Presentación, 2. El asno con piel de león, 3. El viejo perro de caza, 4. La cigüeña y el lobo, 5. El cabrito y el lobo, 6. El zorro y las uvas; Lado B: Fábulas de Esopo, 1. Los dos amigos, 2. El asno y el caballo, 3. El pastor mentiroso, 4. El cascabel del gato, 5. La zorra y el cuervo, 6. La cigarra y la hormiga, 7. La liebre y la tortuga","Álbum de 3 discos. Disco 1, ""Juegos y rondas infantiles""; Disco 2, ""Canciones infantiles""; Disco 3, ""Fábulas de Esopo"". Los títulos de las Fábulas aparecen en la contraportada."
1271,Cantan los pollitos,,s/d,,,LP,Discos Guitarra,DG 95,,México,1977,"Lado 1: 1. Cantan los pollitos (M. Vila), 2. El coche del gallo (M. Vila), 3. La hormiguita hippie (P. Barros - M. Vila), 4. Este es mi regalo para mamá (J. Tavera - M. Vila), 5. Aprendamos a tocar (J. Tavera - M. Vila); Lado 2: 1. Noche de paz y villancicos (Tradicional), 2. En la chacra de mi tío (P. Barros), 3. Una princesita llamada Mi Bombón (P. Barros - M. Vila), 4. Ombley (M. Vila), 5. El día de mamá gallina (M. Vila)",Tiene el mismo contenido que el fonograma 1198.
1272,Canciones infantiles de Villa Alegre,Cantadas en español e inglés,The Four amigos and Cats,,,LP,Discos Tiempo,LPT-120,,México,1977,"Lado A: 1. Las vocales, 2. Patito, patito, 3. Los perritos, 4. Mambrú, 5. Las horas, 6. La víbora; Lado B: 1. Las estaciones, 2. Buenos días, 3. Tengo una muñeca, 4. Los dedos, 5. Naranja dulce, 6. Matarilerileron","En la portada figura como título ""Canciones infantiles de Villa Alegre"". Dirección y arreglos musicales: Moisés Rodríguez. En la contraportada aparece una versión con letras parte en inglés y parte en español. También aparece en contraportada: Licencia Vilingual [sic] Children´s Televisión Inc."
1273,Festival de los niños,,s/d,,,LP,CORO - ACCIÓN,"CLP-1004, ACP-1004",,México,1977,"Lado A: 1. El elefante Pepo (Camarata y Barresi), 2. Tigre Óscar (Camarata y Barresi), 3. La familia Lauchines (Camarata y Barresi), 4. El ratón Popotolo (Camarata y Barresi), 5. Pinocho (Farías - Cabalias); Lado B: 1. La rana (Motivo popular), 2. Pecos Bill (J. Langhe), 3. Filomena Yacaré (Camarata y Barresi), 4. Papá corazón (Rivero y Barresi), 5. Alegría de calesita (D. Cilinto y Barra)",
1274,Vamos a cantar,Las 10 canciones infantiles más favoritas de todos los tiempos,Coro de niños de Disneylandia,,,LP,Discos Disneylandia - CBS,WDM-20.025,,México,1981,"Lado A: 1. Mambrú (Popular), 2. Mosaico infantil (R. Rosero / Popular / F. Cabanillas), 3. Ambos a dos (Popular), 4. Naranja dulce (Popular), 5. A la víbora (Popular); Lado B: 1. Amigos (Popular), 2. Campesinita azul (R. Vázquez / B. Cuadros), 3. Doña Ana (Popular), 4. El cojo (Popular), 5. Arroz con leche (Popular)","En la portada figura ""Walt Disney presenta"". La pista 2, ""Mosaico infantil"" incluye: ""Vamos a cantar"" (R. Rosero), ""El barquito"" (Popular), ""El burrito"" (Popular), ""Sol solecito"" (Popular), ""Pinocho"" (F. Cabanillas), ""Dominique"" (Popular), ""Miringa Mironga"" (R. Rosero)."
1275,Te invito a mi fiesta,,"Marco Antonio Muñiz, Libertad Lamarque, Compañía Infantil de Televicentro, Chabelo, Carmelita Molina, El duende Bubulín, Marichelo, María Medina, Francisco Gabilondo Soler, Ginny y Emmanuel, Jorge Muñiz y Elenco de Chiquilladas, Angélica Vale",,,LP,RCA,CAMS-1399,,México,1988,"Lado A: 1. Que empiece la fiesta (R. Fuentes / J. Ferrer), 2. La negrita Cucurumbé (F. Gabilondo S.), 3. A la víbora de la mar, 4. Canta, canta, canta niño (N. Gurbich), 5. ¡Viva el agua y el jabón! (C. Molina), 6. Papo el zapato (Juan Carlos), 7. La muñeca y el soldado (C. Roberto / M. Antonio./ J. de Santiago / V. Alberti / Jaguare), 8. Popurrí Cri-Cri (Bombón I, El ropero, Di por qué, El chorrito) (F. Gabilondo S.); Lado B: 1. La patita (F. Gabilondo S.), 2. Juan Pirulero, 3. Tic tac del amor (M. Sullivan / P. Massadas / J. de Santiago / Emmanuel), 4. Las notas musicales (Juan Carlos), 5. A volar en Zeppelin (M. Sullivan / P. Massadas / J. de Santiago), 6. Garabato colorado (Shark / T. de Rose), 7. Negrito sandía (F. Gabilondo S.), 8. Canto, silbo y bailo (C. Bogey / A. Ortiz / J. Mondelline / Alford)",Tiene el mismo contenido que el fonograma 929.
1282,Las ardillitas juguetonas y la amiga lechucita,Rondas y canciones infantiles,"Chucho Rincón (vz), Martha Cano Rincón (vz)",,,LP,Ariola,ML-5020,,México,1977,"Lado A: 1. La víbora de la mar, 2. El reloj (liebre y tortuguita) (M. Cano R.), 3. Materile rile ron, 4. No te chupes el dedo (M. Cano R.), 5. Al ánimo; Lado B: 1. El que no avisa (M. Cano R.), 2. El sapito, 3. Pingüino Pico Pico (M. Cano R.), 4. Juan Pirulero, 5. Teléfono carpintero (M. Cano R.)",
1284,Mensajes y locuras,,Las ardillitas de Lalo Guerrero,,"Lalo Guerrero (vz), Raúl Arroyo (vz), Enrique Arroyo (vz), Guillermo Medina (vz), Daniel López (ge), Miguel Ángel Medina Abascal (cr), Palo, Aline y Pilar Pánuco Valenzuela (cr), Ingrid Zhele Herrera (cr), Lesly y Dany Nery (cr)",LP,EMI,110 796702 1,,México,1991,"Lado A: 1. Sonríe (A. Madero), 2. Tin marin de do pingüe (L. Guerrero), 3. Super mamá (L. Guerrero), 4. Pánfilo ""el catrín"" (L. Guerrero / M. Guerrero), 5. El trompo bailador (H. S. González); Lado B: 1. Papá o mamá (L. Guerrero), 2. El sapo (L. Guerrero / M. Guerrero), 3. Papá no fumes (M. Soldi / T. Martucci / M. Remigi D. / L. Guerrero), 4. El día del maestro (L. Guerrero), 5. El himno de los niños (L. Guerrero)",
1300,Las ardillitas en Navidad,Con Lalo Guerrero Vol. 2,Las ardillitas de Lalo Guerrero,,,LP,Capitol,POP-254,,México,1973,"Lado 1: 1. Las ardillitas en Navidad (L. Guerrero), 2. Si hay Santa Clos (L. Guerrero), 3. Las tres ardillitas (L. Guerrero), 4. Pánfilo para presidente (L. Guerrero), 5. Noche buena (L. Guerrero); Lado 2: 1. Cuentos de Pánfilo (L. Guerrero), 2. Ya viene la Navidad (L. Guerrero), 3. Navidad en el bosque (L. Guerrero), 4. Ya llegó la Navidad (L. Guerrero), 5. Santa Clos y las ardillitas (L. Guerrero)","Se cuenta con el disco, pero no con la portada. En marbete: Esto es una grabación de DISCOS COLONIAL."
1302,Grupo Zumbón,,Grupo Zumbón,"Grupo Seguimos lo mismo: Raquel Cruz (vz, pc, cr), Mercedes Ballesté (vz, pc, cr), Víctor Hugo Santos (bj, ctro);  Ricardo Reynaga (bt, pc), Antelmo Pérez (qn), Moisés Rodríguez (fl), Javier Platas Jaramillo (vc), Pablo Martínez del Campo (bt, pc)","Abigail Viveros (vz, pc, cr), Víctor Fernández (vz, gt, bm, tbm, cr), Antonio Sámano ( vz, gt, cr), Enrique Ballesté (vz, gt, pn, qn, fl, cl, cr), Antonio Herrero (vz, gt, ge, tr, rq, bj)",LP,Audiodimensión,s/d,,México,s/d,"Lado A: 1. El porro (Grupo Zumbón - E. Ballesté), 2. La cena (E. Ballesté), 3. Los angelitos (E. Ballesté), 4. Un hombre corriendo (E. Ballesté); Lado B: 1. Los viejitos (D. P. - E. Ballesté), 2. La gusana (E. Ballesté), 3. La danza del adiós (E. Ballesté), 4. Un tango (E. Ballesté), 5. La ensalada mixta (E. Ballesté)",En contraportada aparece: Dirección de Difusión Cultural con el logo de la Universidad Autónoma de Sinaloa. Nota en contraportada: Agradecemos la amplia colaboración que en todos los sentidos nos brindó el grupo musical Tribu.
1303,Canciones para niños,,"Thusnelda Nieto (vz), Marta García Renart (pn), Carlos Enrique Santos Jacob (ob), José de Jesús Cortés García (vl), Marlowe Fisher (va), Erika Duke (vc)",,,LP,UNAM Voz viva de México,MN-18 y MN-110.,,México,1979,"Lado 1: 1. Cinco canciones para niños: I Campanita (C. L. Sáenz - Rocío Sánz), 2. Cinco canciones para niños: II Cunera (C. L. Sáenz - Rocío Sánz), 3. Cinco canciones para niños: III Las campanas de San Juan (C. L. Sáenz - Rocío Sánz), 4. Cinco canciones para niños: IV Sólo por cantar (C. L. Sáenz - Rocío Sánz), 5. Cinco canciones para niños: V Cabanavenú (C. L. Sáenz - Rocío Sánz), 6. Arrullo ""A la niña del retrato"" (A. del Río - B. Galindo), 7. Colibrí (M. J. de Elías), 8. Corderito (G. Mistral - A. Lavalle), 9. Canción arcaica para niños (F. García L. - F. Ibarra), 10. Tres canciones: I Dos (E. Santos), 11. Tres canciones: II Canto desde la cuna (E. Santos), 12. Tres canciones: III Cuando sea grande (E. Santos); Lado 2: 1. Las canciones de Natacha I (J. de Ibarbourou - L. Velázquez), 2. Las canciones de Natacha II (J. de Ibarbourou - L. Velázquez), 3. Las canciones de Natacha III (J. de Ibarbourou - L. Velázquez), 4. Las canciones de Natacha IV (J. de Ibarbourou - L. Velázquez), 5. Duérmete apegado a mí (G. Mistral - J. D. Tercero), 6. El caballito y las cinco horas: I El caballito (F. García L. - S. Revueltas), 7. El caballito y las cinco horas: II Las cinco horas (F. García L. - S. Revueltas), 8. Arrullo (M. Enríquez), 9. Nueve poemas de niños (Jennifer, Paul, Hannah, Adrian, Naelda, Marcel, Diane, Cindy, Pauline - M. García R.), 10. Arrullo (J. Estrada)","Incluye un cuadernillo con las letras de las canciones. Los títulos y los créditos de las canciones aparecen en el cuadernillo. En la pista 9 del lado 2 , ""Nueve poemas de niños"", la letra es de nueve niños y la música de Marta García Renart. Existen dos ejemplares de igual contenido y con diferente número de catálogo."
1306,La banda de los animalitos,de Juan de los Santos,,,,LP,Discos Son Art,DS-690,,México,1977,"Lado A: 1. Tema de los animalitos (T. Rodríguez), 2. Tengo un gatito (C. Miranda), 3. Vamos a la escuela (J. de los Santos), 4. Las mañanitas (D. P.), 5. Festival en Africam (J. de los Santos); Lado B: 1. La marcha de los animalitos (G. Cárdenas), 2. Mi perrito y yo (C. Miranda), 3. Somos los animalitos (T. Rodríguez), 4. La fiesta (M. E. Aguirre), 5. El pollito pachanguero (R. Martínez)",
1309,Para ti,,Kitzia y Gabriela,,,LP,Discos Pueblo,DP-1058,,México,1983,"Lado A: 1. Para ti (G. Huesca/K.Weiss), 2. El campo y la lluvia (G. Huesca), 3. La orquesta (G. Huesca/K.Weiss), 4. Cajita de música (K. Weiss), 5. Charango Charanguito (B. Buberoff-F. López), 6. El sueño (G. Huesca/K.Weiss); Lado B: 1. El titiritero (G. Huesca/K.Weiss), 2. Mariposas (G. Huesca), 3. Grillito amigo (G. Huesca/K.Weiss), 4. Negrita Borocotó (B. Buberoff-F. López), 5. Las víboras y los alacranes (R. Sanz), 6. Los niños (M. Montaño-R. Coindreau)",Las intérpretes son Kitzia Weiss y Gabriela Huesca.Tiene el mismo contenido que los fonogramas 448 (CA) y 1310 (LP). Respecto a este último cambia la portada y el título.
1311,Amanecer de la montaña. Nueva canción infantil,Canciones creadas e interpretadas por niños serranos y Trova serrana,Niños serranos y Trova serrana,,"Voces infantiles: Honorio Cortés, Epifanio Martínez, Antonio Jiménez, Ixmukanet Martínez, Rodelina Villanueva, Juana Velasco, Verónica Leyva, Ismael Cortés, Víctor Hernández, Juan Hernández, Alma Perea, Melina Hernández, Eugenia Santiago, Gustavo Manzano",LP,Pentagrama,LPP-163,,México,1985,"Lado A: 1. Mi pueblo campesino (Chicometzuchitl), 2. El sacristán (Jaltianguis), 3. El pueblito minero (Amatlán), 4. El pícaro pastorcito (Yahuiche), 5. Estudiante (C.I.S. No. 3), 6. Navidad (Xiacui); Lado B: 1. El minero (Natividad), 2. El campesino (Ixtlán), 3. La fiesta (Analco), 4. El panadero (Capulalpam), 5. A la madre (Guelatao), 6. Amanecer de la montaña (El Punto)","En contraportada aparecen las instituciones que apoyaron el proyecto: Tradiciones para Mañana, A. C., Instituto Nacional de Antropología e Historia, Instituto Nacional Indigenista, ANADEGES del Sur del Pacífico, A. C., Culturas Populares, XEGLO La Voz de la Sierra, Instituto Tecnológico de Oaxaca, Secretaría de Educación Pública (Supervisiones de las zonas 10 y 18), Trova Serrana, A. C. En un breve texto firmado por Jaime Luna se explica que esta es la primera parte del recorrido por 24 comunidades creando en cada una de ellas una canción con los alumnos de quinto y sexto año de primaria con tres temáticas: Naturaleza, Tradiciones y Costumbres y Personajes y Sucesos. ""Tradiciones del Mañana"" financió este proyecto que se realizó a lo largo de dos años. Los pueblos de dónde proviene cada canción, aparecen en la contraportada. Otros créditos, ver contraportada."
1324,Luisa Fernanda,,Luisa Fernanda,,,LP,Discos Gum,LP 1001,,México,1981,"Lado A: 1. Hasta hoy (G. Suedan R. / E. Neri R.), 2. Chicles de colores (M. Villafán R. / T. Renys), 3. Sola (L. Gore - M. Villafán R. / M. Gore), 4. Los chicos del conjunto (M. Villafán R. / K. Loggins - J. Contreras), 5. Pareja sin par (M. Villafán R. / T. R. Costa - N. Costa); Lado B: 1. Hasta hoy (G. Suedan R. / E. Neri R.), 2. Chicles de colores (M. Villafán R. / T. Renys), 3. Sola… (L. Gore - M. Villafán R. / M. Gore), 4. Los chicos del conjunto (M. Villafán R. / K. Loggins - J. Contreras), 5. Pareja sin par (M. Villafán R. / T. R. Costa - N. Costa)","Algunas canciones aparecen dos veces, cantadas por distintos intérpretes. Ver créditos en contraportada."
1325,Toto Alegría,,Toto Alegría,,,LP,ORFEÓN,LP-12-1106,,México,1979,"Lado A: 1. La canción de la canica (T. Alegría), 2. El conejo corredor (T. Alegría), 3. La cigüeña y el zorro (T. Alegría), 4. La fiesta de Manuel (T. Alegría), 5. El signo de sumar (T. Alegría); Lado B: 1. El juego del brinco (T. Alegría), 2. Qué bonita la mañana (T. Alegría), 3. El gigante y el ratón (T. Alegría), 4. Mi barco de colores (T. Alegría), 5. Ciencia natural (T. Alegría)",
1326,Las aventuras de Camila y Palas,,"Samir Tamer, Lauro Alvarado, Víctor Civeira, Romina Prieto, Cristina Pouliot",,"Tiempo Nuevo (cr), Ana María Robleda (cr)",LP,Fonovisa. Serie Galaxia,LFG/042,,México,1991,"Lado A: 1. Tutifruti (D. la Bostrie / R. Penniman), 2. Ese perro Palas (M. de Esesarte), 3. Un ser especial (E. Siqueiros), 4. Cocktail de frutas (M. de Esesarte), 5. Glofos bofos (M. de Esesarte); Lado B: 1. Lupililas (M. de Esesarte / A. E. de Sentíes), 2. Aguas (M. de Esesarte / A. E. de Sentíes), 3. Palas Estrella (M. de Esesarte / M. Duarte), 4. Amigo Tutifruti (L. G. Méndez), 5. Rock Aja (M. de Esesarte / A. E. de Sentíes)",Arreglos y dirección musical: Carlos María y Xavier Asali.
